"Indicator Name","Indicator Code","Country Name","Country Code","Year","Value","Disaggregation"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Post-demographic dividend","PST","2011","16.799","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Post-demographic dividend","PST","2010","16.755","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Post-demographic dividend","PST","2009","16.688","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Post-demographic dividend","PST","2008","16.634","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Post-demographic dividend","PST","2007","16.570","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Post-demographic dividend","PST","2006","16.506","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Post-demographic dividend","PST","2005","16.437","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Post-demographic dividend","PST","2004","16.292","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Post-demographic dividend","PST","2003","16.210","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Post-demographic dividend","PST","2002","16.090","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Post-demographic dividend","PST","2001","15.977","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Post-demographic dividend","PST","2000","15.838","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Post-demographic dividend","PST","1999","15.775","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Post-demographic dividend","PST","1998","15.762","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Post-demographic dividend","PST","1997","15.653","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Post-demographic dividend","PST","1996","15.496","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Post-demographic dividend","PST","1995","15.391","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Post-demographic dividend","PST","1994","15.179","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Post-demographic dividend","PST","1993","14.945","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Post-demographic dividend","PST","1992","14.747","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Post-demographic dividend","PST","1991","14.539","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Post-demographic dividend","PST","1990","14.380","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Post-demographic dividend","PST","1989","14.298","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Post-demographic dividend","PST","1988","14.192","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Post-demographic dividend","PST","1987","14.018","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Post-demographic dividend","PST","1986","13.876","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Post-demographic dividend","PST","1985","13.687","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Post-demographic dividend","PST","1984","13.639","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Post-demographic dividend","PST","1983","13.542","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Post-demographic dividend","PST","1982","13.418","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Post-demographic dividend","PST","1981","13.213","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Post-demographic dividend","PST","1980","13.152","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Post-demographic dividend","PST","1979","12.728","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Post-demographic dividend","PST","1978","12.779","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Post-demographic dividend","PST","1977","12.672","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Post-demographic dividend","PST","1976","12.525","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Post-demographic dividend","PST","1975","12.308","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Post-demographic dividend","PST","1974","12.124","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Post-demographic dividend","PST","1973","12.005","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Post-demographic dividend","PST","1972","11.755","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Post-demographic dividend","PST","1971","11.650","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Post-demographic dividend","PST","1970","11.703","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Pre-demographic dividend","PRE","2017","8.407","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Pre-demographic dividend","PRE","2016","8.340","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Pre-demographic dividend","PRE","2015","8.411","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Pre-demographic dividend","PRE","2014","8.431","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Pre-demographic dividend","PRE","2013","8.567","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Pre-demographic dividend","PRE","2012","8.302","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Pre-demographic dividend","PRE","2011","8.093","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Pre-demographic dividend","PRE","2010","7.957","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Pre-demographic dividend","PRE","2009","7.795","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Pre-demographic dividend","PRE","2008","7.591","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Pre-demographic dividend","PRE","2007","7.339","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Pre-demographic dividend","PRE","2006","7.311","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Pre-demographic dividend","PRE","2005","7.099","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Pre-demographic dividend","PRE","2004","6.875","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Pre-demographic dividend","PRE","2003","6.618","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Pre-demographic dividend","PRE","2002","6.258","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Pre-demographic dividend","PRE","2001","5.948","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Pre-demographic dividend","PRE","2000","5.802","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Pre-demographic dividend","PRE","1999","5.586","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Pre-demographic dividend","PRE","1998","5.443","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Pre-demographic dividend","PRE","1997","5.337","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Pre-demographic dividend","PRE","1996","5.093","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Pre-demographic dividend","PRE","1995","5.228","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Pre-demographic dividend","PRE","1994","5.176","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Pre-demographic dividend","PRE","1993","5.152","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Pre-demographic dividend","PRE","1992","5.067","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Pre-demographic dividend","PRE","1991","5.083","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Pre-demographic dividend","PRE","1990","4.964","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Pre-demographic dividend","PRE","1989","4.996","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Pre-demographic dividend","PRE","1988","5.048","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Pre-demographic dividend","PRE","1987","5.128","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Pre-demographic dividend","PRE","1986","5.160","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Pre-demographic dividend","PRE","1985","5.303","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Pre-demographic dividend","PRE","1984","5.344","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Pre-demographic dividend","PRE","1983","5.411","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Pre-demographic dividend","PRE","1982","5.432","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Pre-demographic dividend","PRE","1981","5.222","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Pre-demographic dividend","PRE","1980","4.977","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Pre-demographic dividend","PRE","1979","4.762","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Pre-demographic dividend","PRE","1978","4.331","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Pre-demographic dividend","PRE","1977","3.927","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Pre-demographic dividend","PRE","1976","3.585","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Pre-demographic dividend","PRE","1975","3.442","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Pre-demographic dividend","PRE","1974","3.271","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Pre-demographic dividend","PRE","1973","3.077","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Pre-demographic dividend","PRE","1972","2.971","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Pre-demographic dividend","PRE","1971","2.825","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Pre-demographic dividend","PRE","1970","2.748","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Small states","SST","2017","12.167","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Small states","SST","2016","12.091","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Small states","SST","2015","12.023","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Small states","SST","2014","11.891","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Small states","SST","2013","11.818","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Small states","SST","2012","11.752","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Small states","SST","2011","11.624","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Small states","SST","2010","11.548","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Small states","SST","2009","11.434","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Small states","SST","2008","11.280","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Small states","SST","2007","11.030","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Small states","SST","2006","10.887","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Small states","SST","2005","10.731","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Small states","SST","2004","10.627","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Small states","SST","2003","10.491","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Small states","SST","2002","10.329","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Small states","SST","2001","10.219","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Small states","SST","2000","10.041","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Small states","SST","1999","9.936","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Small states","SST","1998","9.974","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Small states","SST","1997","9.926","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Small states","SST","1996","9.876","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Small states","SST","1995","9.836","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Small states","SST","1994","9.765","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Small states","SST","1993","9.640","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Small states","SST","1992","9.652","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Small states","SST","1991","9.638","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Small states","SST","1990","9.609","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Small states","SST","1989","9.652","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Small states","SST","1988","9.616","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Small states","SST","1987","9.568","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Small states","SST","1986","9.531","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Small states","SST","1985","9.498","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Small states","SST","1984","9.450","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Small states","SST","1983","9.432","female"
